189892	189494
189892	189501
189892	189646
189892	189647
189892	189765
189892	189494
189892	189494
189892	189494
189892	189494
189892	189494
189892	189494
189892	189501
189892	189646
189892	189647
189892	189765
189892	189494
189892	189494
189892	189494
189892	189494
189892	189494
350411	350367
350411	350002
350411	350015
350411	350170
350411	350171
350411	350172
350411	350274
350411	350367
350411	350358
350411	350359
350411	350360
350411	350364
350411	350365
350411	350366
350411	350369
350411	350370
350411	350367
350411	350002
350411	350015
350411	350170
350411	350171
350411	350172
350411	350274
350411	350367
350411	350358
350411	350359
350411	350360
350411	350364
350411	350365
350411	350366
350411	350369
350411	350370
